tx_id,tx_datetime,customer_id,channel,store_id,payment_type,subtotal,tax,shipping,order_total,is_return
f7294d29-fbfd-4b55-8c56-d22e676fdf4c,2025-06-23T10:16:24.709863,84b2da1e-7116-4c33-88ce-b709a42d2279,STORE,STORE_016,cash,13.7,2.74,0.0,16.44,False
cd8b0310-81f7-4b59-b1f2-b14077f34f45,2025-03-19T13:57:09.777763,a50ebd7f-8f44-4338-aecd-878948a7e45c,ONLINE,,apple_pay,13.41,2.68,2.99,19.08,False
782e7470-51c7-4d09-9a6f-840d4e677d74,2024-10-16T18:50:41.315342,b3929292-798c-44f8-ac90-f370ddcc98ed,STORE,STORE_003,giftcard,36.06,7.21,0.0,43.27,False
22d28920-d8dc-4edd-9c35-b5a0e6e386ed,2024-08-09T15:16:15.811173,bf00a5ac-5c40-4ad0-9814-fe6155d9b6b2,STORE,STORE_012,card,27.25,5.45,0.0,32.7,False
3ba64fac-b1b6-460c-bb74-1de4f7e54137,2025-07-14T10:54:02.873070,242a12c6-52f1-4f26-98f1-4d7dbccf77d6,STORE,STORE_005,giftcard,124.7,24.94,0.0,149.64,False
7017770f-b003-4347-aa05-1cfc4da3b25a,2025-05-01T23:52:49.037670,1b95e0d7-944c-4e69-b85a-ff60f1ba9341,ONLINE,,cash,63.26,12.65,0.0,75.91,False
b07cecc1-5d81-4d05-9b0b-9d2cb84d8522,2025-06-22T07:08:14.237946,1d928184-b35c-4e7b-b254-9383701c83e8,STORE,STORE_004,cash,7.3,1.46,0.0,8.76,False
45a74cae-766c-4fbd-9376-cae23fb35de4,2025-07-12T07:23:20.871445,ed0d4b42-aa92-41c6-9ac0-3f0cc3565860,STORE,STORE_023,cash,25.85,5.17,0.0,31.02,False
e9ee322d-cc62-47d8-9f65-21e7c3c044ca,2025-07-14T00:19:29.003917,28c8900a-e09f-46e5-a426-e0ad89655e6f,STORE,STORE_000,card,87.96,17.59,0.0,105.55,False
306da81e-5c73-477e-bcca-dd414db134ba,2024-11-06T01:51:28.433459,e0ec651b-8dc0-4a17-a669-21bbb34eca9d,STORE,STORE_020,apple_pay,76.99,15.4,0.0,92.39,False
ca809532-b4a7-41bf-bda1-8a2f5f3328e8,2024-10-02T01:26:11.716277,2be9418f-eb42-40ee-bf36-f21fda333b8c,STORE,STORE_011,apple_pay,47.87,9.57,0.0,57.44,False
0349d872-225d-456f-bbe6-2fd390382fad,2024-10-19T06:24:01.487551,03ea08d0-4a1f-4a14-8ca5-4acfa77fa38f,STORE,STORE_000,cash,63.87,12.77,0.0,76.64,False
1ef201e4-c44e-466b-af3b-c1f174fe5b41,2025-07-28T23:44:45.326867,6135c66e-1429-46b6-bfc4-40cd9e9939fa,ONLINE,,giftcard,56.53,11.31,0.0,67.84,False
462e0915-04e2-4c8a-b839-ff83cc4934ae,2025-04-08T01:22:24.007581,d3084716-fed5-4290-a44a-2563bd135af1,STORE,STORE_022,giftcard,43.78,8.76,0.0,52.54,False
72d4cab6-e421-44c6-ba85-223cafaef1ef,2024-08-27T22:56:01.753914,a7224b4b-2c03-4902-9473-84dcbdc64509,STORE,STORE_004,giftcard,63.94,12.79,0.0,76.73,False
2f4d1f71-dda0-4764-96ea-89b3c5f95b12,2025-06-11T00:59:29.664279,9ce3c307-f1f4-4a3c-be2c-9c1004c8b8ef,STORE,STORE_014,cash,59.69,11.94,0.0,71.63,False
d509c618-3462-4a00-ae17-77980063406a,2024-10-03T15:33:44.350413,db2483a6-dda3-42ea-b3ff-f2078cc1d98d,ONLINE,,card,43.11,8.62,2.99,54.72,False
2bc02ce9-db5f-4148-b9dd-250d4d825204,2024-10-22T03:59:50.519545,103d8ca4-7899-4f96-a795-1d3fb8eae62c,STORE,STORE_021,card,14.32,2.86,0.0,17.18,False
58de414c-f8c1-40d6-80b9-48d9311640d9,2025-02-22T13:55:32.374590,6c8d792f-564c-45c0-bd13-5564ef2d9b17,STORE,STORE_003,apple_pay,176.49,35.3,0.0,211.79,False
f8f63a35-4c79-4446-91e6-e4b0c05ed01d,2024-12-04T11:59:00.385011,5d6b8393-5631-4f8c-bed9-1f2234211309,STORE,STORE_004,giftcard,37.79,7.56,0.0,45.35,False
150ac53c-d631-465c-a067-7d8a5831bca8,2024-09-21T15:41:52.105137,eb2cc07a-c144-4154-b5fa-bbb6d6691f40,STORE,STORE_021,apple_pay,49.21,9.84,0.0,59.05,False
f41d4e5c-6d34-47f5-8683-994bd38a6c04,2024-11-14T10:04:02.839294,113ee96d-740c-45b3-984b-e7d8522688a4,STORE,STORE_012,card,82.13,16.43,0.0,98.56,False
2958eb6c-0000-45f4-906e-0aa4277d5b8d,2024-08-23T20:34:37.476238,3e26785f-c8d7-4f37-93e1-484a6715b8a4,ONLINE,,card,42.36,8.47,2.99,53.82,False
bc0fa39e-b6c8-4957-8159-41a81456c9fb,2025-06-10T12:31:03.628573,2fcf69ae-16dd-4249-948d-33a96f289e60,STORE,STORE_022,giftcard,50.66,10.13,0.0,60.79,False
b138f43b-95d9-4a99-b34d-f7511fc35738,2024-09-25T11:47:19.223269,5f3d13ac-2528-4e31-b5e7-2a2289a72147,ONLINE,,cash,178.96,35.79,0.0,214.75,False
40d95cd2-be17-4f2a-a66f-7528ae3d1c42,2024-09-12T03:44:08.841406,4661da76-0f5f-402a-9db3-8d59a2d02dd4,STORE,STORE_012,apple_pay,20.55,4.11,0.0,24.66,False
a1ae63be-98f5-4af8-b9b3-099e0d3394a8,2025-07-24T02:20:30.199080,d6d42d83-9eac-43e6-acd2-81d4dbeb894d,STORE,STORE_008,apple_pay,20.3,4.06,0.0,24.36,False
6f6af5da-81f8-4cd5-a826-04b62a2f586c,2025-05-06T05:24:45.537077,8e68d811-b0b1-4a6c-9bf3-c9996a3db566,STORE,STORE_006,apple_pay,15.34,3.07,0.0,18.41,False
4adf7b03-2b90-46ee-a0c8-872b438f1963,2025-01-03T11:04:56.541549,607574a2-22ce-40df-9a6a-34963b33d3e5,STORE,STORE_019,apple_pay,81.77,16.35,0.0,98.12,False
df6b9ac9-5f79-47b9-bffb-0bdc75f86a9b,2024-08-16T21:14:14.434610,c8248f9b-769b-40ee-aba5-b0bd9297c68d,STORE,STORE_000,apple_pay,6.22,1.24,0.0,7.46,False
97951773-ec5c-48d7-a86e-c195ee348850,2024-11-14T20:41:10.564637,375d32ca-b6b1-4984-a3e0-19e86fafffbf,STORE,STORE_012,giftcard,96.64,19.33,0.0,115.97,False
13b2314c-663a-459e-b7bf-7bcc289d4e64,2025-06-16T03:40:53.659596,c0469049-c509-4575-9d81-fe0ddf58b00b,ONLINE,,cash,52.36,10.47,0.0,62.83,False
bf75a49d-f5f8-467e-b988-cd35c5d93104,2025-04-15T03:01:32.739875,d699a024-8655-4ec7-9e97-cf34543966b7,STORE,STORE_021,cash,40.72,8.14,0.0,48.86,False
a0ae1707-cb73-4771-ac89-484c09c830d4,2025-02-08T08:36:41.581700,7fa47b33-a4a5-4cb5-9dca-a35f3b6a77e0,STORE,STORE_004,card,68.11,13.62,0.0,81.73,False
dd42d169-2886-4917-920e-67e58c7078e6,2024-10-05T09:28:31.981852,ef634916-fc58-4335-8128-cf5afec97d0c,STORE,STORE_016,card,37.14,7.43,0.0,44.57,False
6c5d5a70-5d75-4173-9abd-c89e182d0122,2025-01-20T23:29:23.666659,2e8fae35-695a-4587-912d-27e9f1eaebed,ONLINE,,giftcard,27.98,5.6,2.99,36.57,False
f13a975b-3ed6-4e78-9f0f-fa51dc5b9895,2025-01-14T02:19:51.186012,75cf60cb-4e6c-444a-963b-45aa066c1a4a,STORE,STORE_019,card,90.55,18.11,0.0,108.66,False
89124605-582d-451a-bbd0-4bd10c7ca76d,2024-08-18T04:07:05.388619,a5421442-b873-4ccb-be32-b0743b014dee,STORE,STORE_004,card,40.08,8.02,0.0,48.1,False
78ec87b5-018e-477d-86d6-4ccf8ff296ca,2025-06-19T11:08:44.357279,52c1b8b6-3f60-435b-b796-8782f3ae1e47,ONLINE,,cash,18.45,3.69,2.99,25.13,False
fb637679-f822-45cb-8d4a-10752a83701a,2024-10-09T17:36:30.750724,527887e3-1878-4cff-b2ab-349592675325,ONLINE,,cash,61.14,12.23,0.0,73.37,False
05ad36d7-6e29-4166-af28-d448bfd9ecf9,2024-08-14T16:21:40.402728,76fa2523-fe2d-4b5f-8be6-b810674db482,STORE,STORE_019,card,46.26,9.25,0.0,55.51,False
e2f76f95-2adc-44a7-a398-611572ccbff9,2025-05-03T13:00:52.614852,69c12dbb-086d-4e97-b654-5e9528e35d6b,STORE,STORE_000,apple_pay,11.52,2.3,0.0,13.82,False
3f5f1196-457c-465f-aac2-8aacdf6dfbff,2025-01-24T18:02:15.480730,42627729-e562-492f-a653-f952626b4cec,ONLINE,,giftcard,29.14,5.83,2.99,37.96,False
b27545ed-188e-4ec2-ab6e-ab854c82d2e1,2025-03-10T06:12:52.902000,eaa7d794-0c47-4c40-8470-b5233874f636,STORE,STORE_024,apple_pay,68.58,13.72,0.0,82.3,False
58546cc4-e300-4619-8387-cbf60039685d,2025-03-17T21:16:28.581328,069e14e6-e8da-476d-a3ec-438967c559f3,STORE,STORE_009,cash,64.9,12.98,0.0,77.88,False
1f47c7f5-dbcf-43aa-80b7-0c7b0535289a,2024-08-16T21:49:05.820705,0f5b788e-df27-42a0-81f6-093b7348ec58,STORE,STORE_001,apple_pay,92.14,18.43,0.0,110.57,False
5e68cf4e-007f-4252-8056-2d26bcb466ce,2025-05-23T06:51:02.066503,94346e2e-3c1a-4195-b905-7666720a6580,STORE,STORE_017,card,33.05,6.61,0.0,39.66,False
e1a00e09-9647-4d73-abf9-b62224509699,2024-11-14T15:48:13.004911,c9e4fc57-ee20-43b2-bb94-417fe29e2779,STORE,STORE_015,apple_pay,19.28,3.86,0.0,23.14,False
a31f4a69-d853-4780-b94b-76b2ad9c1b3e,2024-12-01T18:31:21.577600,d3cfa5dc-6cbf-43ff-951c-80052a1d2be9,STORE,STORE_006,giftcard,55.79,11.16,0.0,66.95,False
188ec1b7-1eb6-455d-a6c6-220d72c025c8,2025-04-10T18:13:18.810591,8a5f835c-981b-465b-a7f2-6b3cb0dee64b,STORE,STORE_008,apple_pay,98.85,19.77,0.0,118.62,False
5a32d0b3-8cae-4b82-9b81-4379938d495d,2025-02-28T02:35:48.043357,dccfed3a-5c07-4d1b-bbde-0eac2e908466,STORE,STORE_014,apple_pay,33.5,6.7,0.0,40.2,False
074ffb19-202c-4bc8-8321-266ecb315bdb,2024-08-14T23:19:20.448544,35867bd2-bce2-4a9f-af6d-465e2493a283,ONLINE,,apple_pay,20.1,4.02,2.99,27.11,False
a537a540-59a7-42c2-8cdd-193b418774fc,2025-03-28T13:21:27.124670,e138e6f4-6988-411f-b5e7-3d0e5c2972a8,STORE,STORE_019,giftcard,6.08,1.22,0.0,7.3,False
19076a93-a2cd-4a83-bbcb-4b993eef71bf,2024-10-09T20:19:22.782012,c4b1b1c7-2c50-4b7c-8632-806242ca07b4,STORE,STORE_019,card,34.85,6.97,0.0,41.82,False
3485d9ee-c298-432e-957f-0eb62bedaefe,2025-07-25T22:35:33.593129,1648132c-53f2-4a8c-9125-484fe1c639c6,STORE,STORE_001,giftcard,113.48,22.7,0.0,136.18,False
e44714af-a55b-48f1-bc49-99f4d36a3c2c,2025-01-13T11:26:28.442832,bda49a0c-27ba-4182-baf6-7941f58da481,STORE,STORE_007,cash,8.58,0.0,0.0,8.58,False
937c7037-2263-4803-91e0-4ee58a022ab8,2025-06-22T15:56:05.217110,ba060e2a-900c-4090-88ff-1ca0ffe4fc8c,STORE,STORE_005,apple_pay,81.37,16.27,0.0,97.64,False
3310e257-1dee-43d7-8df4-97b9a14802d8,2025-03-23T05:49:23.513217,223708b6-63d8-4fe5-a3ad-5d15f94be0d6,STORE,STORE_006,apple_pay,115.79,23.16,0.0,138.95,False
c8b19b51-8d61-4018-a107-fb43c639e05b,2025-01-22T10:02:22.088791,f9abdbdb-cc95-4613-a67e-5579c6618a63,STORE,STORE_023,giftcard,83.85,0.0,0.0,83.85,False
4b582a3f-73e9-4be0-893f-9dae9856475a,2024-10-08T02:29:32.379624,08e01783-3fe5-4a48-a8a7-79557a157206,STORE,STORE_021,cash,65.77,13.15,0.0,78.92,False
ec9050f7-0d5b-4a2a-9a9c-fe59beb34fbf,2025-04-13T15:02:56.423975,29e3eac5-29e9-4d47-8b57-904157428772,STORE,STORE_018,giftcard,77.56,15.51,0.0,93.07,False
bbab71c7-9813-4b60-8ae0-e1db2973514c,2025-02-03T17:58:18.243438,a31d6528-1242-4eab-b8b2-84779a632fe4,STORE,STORE_008,card,25.57,5.11,0.0,30.68,False
558dee4a-8caf-4222-b43c-be717ad82724,2025-06-19T22:11:35.528580,cab1357f-121f-4092-a002-5ae1762655cf,STORE,STORE_011,cash,41.84,8.37,0.0,50.21,False
4929a88f-7845-492a-8f0a-a28b88dd47dc,2025-07-01T03:56:33.604208,687148db-d6af-412e-bc68-5de5cb67c214,STORE,STORE_008,card,161.19,32.24,0.0,193.43,False
7eae6e73-641c-4ac1-abe2-8bdeb2e819df,2024-10-25T20:16:13.324674,be9d50a9-7e34-46c6-97dd-902bc372dcaa,ONLINE,,apple_pay,34.4,6.88,2.99,44.27,False
7c1a63a2-8210-461e-b760-582f28bfdb90,2025-02-16T09:38:29.490680,67e169a3-96b5-453d-8f55-4ac274011fd1,STORE,STORE_021,cash,12.36,2.47,0.0,14.83,False
0c3b4f02-0c17-4641-bd2b-1af7a56476cb,2025-04-20T02:54:17.442821,52352cbe-8676-434e-82ec-fef00495bc0b,STORE,STORE_016,giftcard,27.7,5.54,0.0,33.24,False
7fa6db06-851b-487a-98c9-a7741c814bfc,2025-02-03T06:27:08.712892,ab9def8f-663c-4059-ba81-ad9736919237,ONLINE,,cash,102.88,20.58,0.0,123.46,False
ffe832e8-d22a-405f-a23e-bf94f81a91fe,2024-12-02T03:19:34.505083,4368c081-aa7a-4625-a1b7-54fc09c524d2,STORE,STORE_022,apple_pay,18.71,3.74,0.0,22.45,False
83fa47e9-6aeb-4ca4-bb11-0d75433c8a0c,2025-01-17T13:28:22.545062,9f51a25e-1d3a-4d77-a4ca-a0691ab6a659,STORE,STORE_018,card,51.39,0.0,0.0,51.39,False
3bec23be-0dab-4a69-98f3-58f31dc61cff,2024-08-28T01:18:33.456206,a2d9c800-6281-490f-8ae8-43c30cf45a9e,STORE,STORE_024,cash,80.87,16.17,0.0,97.04,False
eab63f6e-284f-4688-ba2f-5ef189c54039,2025-05-07T21:06:04.940837,2684507f-051a-4e44-8ded-eaaad227ba39,ONLINE,,card,79.35,15.87,0.0,95.22,False
4040d80f-a6fd-4dac-b4c0-08f2dbcbeef8,2024-12-26T23:52:38.185744,0fd56899-5d73-4aa3-95d5-8d60f6b2946e,STORE,STORE_023,card,63.29,12.66,0.0,75.95,False
08ca921b-f4ca-461d-9632-426868b9707d,2024-11-14T01:26:01.697685,bb5d17c6-2fb0-4329-8cbf-06c2c532a3e3,STORE,STORE_023,card,253.37,50.67,0.0,304.04,False
6cba012e-1340-460c-93c4-411c75f54382,2025-03-20T03:36:20.533664,c0be7950-f853-48a2-8776-127639bdac8d,ONLINE,,card,12.0,2.4,2.99,17.39,False
4c8835f0-d8d7-4e01-9609-cef5e493abf1,2025-07-07T16:07:06.603083,9260d29d-f333-4fb4-b84d-7556c56033d3,ONLINE,,cash,48.48,9.7,2.99,61.17,False
61a64ff5-71db-462b-bdbe-8a05ac56a242,2025-06-16T23:56:17.176068,bdc43ac7-f583-4fe1-995e-576d65b38bdd,STORE,STORE_001,apple_pay,84.22,16.84,0.0,101.06,False
167ad84e-ebed-48e6-a0b6-c7f32cd30248,2025-02-20T05:12:43.947166,5bb3c9c4-160b-49ec-b4b4-c483c344c974,STORE,STORE_005,giftcard,31.35,6.27,0.0,37.62,False
99dc2566-baf1-440f-b409-9b155d010fef,2025-01-07T13:48:56.051433,1aa53da9-f37a-4b29-82d6-0754e6bb6a12,ONLINE,,card,20.22,4.04,2.99,27.25,False
bfdecaab-25b3-44ec-843b-587ffbd2ce9e,2024-10-20T04:09:10.074229,5978f8f2-f3ef-49d0-9cd2-7500c7db68d4,STORE,STORE_019,card,68.84,13.77,0.0,82.61,False
4126de06-6069-4d7e-8380-595a37c2eef5,2025-04-01T23:06:33.553941,f581d81b-30c3-4bd5-80f8-36cd282a7359,STORE,STORE_010,apple_pay,62.22,12.44,0.0,74.66,False
56c135cd-b43a-4b43-b014-cd316ff4d86a,2025-01-05T17:31:32.525967,a13f2fd4-a0d9-4765-ba99-28b15726bce2,ONLINE,,giftcard,41.43,8.29,2.99,52.71,False
1d4de892-1a3e-4433-a559-b38c9f86ac05,2025-07-15T23:44:06.054188,051d2157-5101-47b9-bb40-218e451967fe,ONLINE,,cash,12.41,2.48,2.99,17.88,False
469cc868-a99f-44b0-bb0e-ad1ee973a68f,2025-07-23T03:56:00.051734,93bb3148-9a40-491d-b3a0-c7dad87366be,STORE,STORE_015,apple_pay,11.62,2.32,0.0,13.94,False
f6b0d056-44d2-4a1e-9c30-5f9a6f58e472,2025-07-26T00:16:08.493034,1f6ff7e3-0d94-4d12-9b78-a8ca575d3d91,STORE,STORE_016,giftcard,4.92,0.98,0.0,5.9,False
1a1ede78-4fe5-4ca1-a663-e4018d2f04e4,2024-10-30T11:27:19.300167,d913298b-ada8-467a-893f-95c539a032f7,STORE,STORE_014,giftcard,102.64,20.53,0.0,123.17,False
6d11894d-59f9-41dd-956f-c13fdc511aa5,2024-10-01T00:49:53.602507,2c0176a0-dde2-457e-b0b6-60d03aa0431e,STORE,STORE_004,card,10.95,2.19,0.0,13.14,False
4bad2b6a-9c69-4c85-82a2-e807f2572bfe,2024-11-12T23:22:17.054622,7b1785ff-c3d5-446e-a4ea-0fca5934ecf1,STORE,STORE_021,cash,9.23,1.85,0.0,11.08,False
a32db369-5392-4b08-9ae1-abb64400dd00,2024-11-03T22:27:32.725445,192457a6-81c4-46b0-86c5-c8cc421aef0d,STORE,STORE_000,cash,30.07,6.01,0.0,36.08,False
10e8b4c8-2b02-48cd-95f0-079b48715963,2025-05-15T13:40:04.718551,82183e74-2ce9-4c23-8778-bfc963b134ee,STORE,STORE_012,cash,15.27,3.05,0.0,18.32,False
32f07904-ae7b-4d07-847f-78c77389a3c5,2025-06-28T17:13:01.935314,9ab79178-9e2b-4cc6-aacc-3e57f1f77beb,STORE,STORE_009,card,199.73,39.95,0.0,239.68,False
bcf7ea36-d8ab-4f8f-b91a-630ab5452216,2024-10-12T09:11:26.505786,c23f4e09-148b-4f05-a538-51220feae50d,STORE,STORE_022,apple_pay,54.11,10.82,0.0,64.93,False
180c188c-806a-4dcc-b7a5-58ca5ff5cf93,2025-01-19T12:33:43.806245,54a181ea-1e8f-46d8-8d59-3748a4dfd3da,STORE,STORE_006,card,58.32,11.66,0.0,69.98,False
a63acdfc-20f7-4eaf-a94d-c4bdd5c5b2d7,2024-08-27T00:22:14.204214,03f15043-aa02-4d14-9b9a-cf3014a9147d,STORE,STORE_004,card,57.27,11.45,0.0,68.72,False
8181f51f-114d-4e46-a923-1fd4e13a2810,2025-03-26T11:11:52.477580,0d88cff2-4a4e-44c2-ac84-60eeb1cae092,STORE,STORE_002,apple_pay,6.94,1.39,0.0,8.33,False
9d98f9e6-2b83-4829-99f6-195ab92ee503,2024-12-02T03:32:17.384181,622ef525-150c-41d7-9804-c23dfa29fdbe,STORE,STORE_017,cash,85.02,17.0,0.0,102.02,False
71a766fa-b27e-45a4-89fe-69afe711299e,2025-05-17T01:25:51.397877,14373c98-71b4-4714-a18e-50a76c81afae,STORE,STORE_008,giftcard,79.3,15.86,0.0,95.16,False
d4ac4262-7cbc-4c45-978a-a560931d1c64,2025-05-17T12:50:11.948265,a3394258-3447-4eb3-bb3e-8c2f27c52f4b,STORE,STORE_015,giftcard,16.87,3.37,0.0,20.24,False
012b505c-e8a3-4ddc-9f99-e96b52f0561c,2024-12-09T17:10:54.450578,a8765853-cc5c-4df3-8fef-0c9a514128dd,STORE,STORE_005,apple_pay,30.2,6.04,0.0,36.24,False
b75fdc4c-bedf-45a8-802c-dd10e796b886,2024-11-03T14:04:28.026878,2fcf1226-0257-43e3-90c9-789842ff2751,STORE,STORE_020,card,41.88,8.38,0.0,50.26,False
f05e65f9-d568-4df7-a22f-9d3c447e9a53,2025-04-10T09:46:58.711121,46769f32-5b10-47f2-9118-4bbfe0a99d48,STORE,STORE_004,giftcard,15.02,3.0,0.0,18.02,False
67caf246-df10-46fc-ac6b-a502ee99c4a7,2025-05-06T02:35:25.705814,3b21927d-56ab-4464-adcd-1c07d9c4ca7d,STORE,STORE_006,apple_pay,41.04,8.21,0.0,49.25,False
e8447527-7905-4c85-9d3e-94052117820f,2024-11-16T04:13:07.527671,e37b2169-bbb8-4e77-946e-5d0d6a82ff98,STORE,STORE_022,card,12.65,2.53,0.0,15.18,False
9065b486-05bc-4d12-999f-10c3534fdf16,2024-10-27T02:03:35.713282,622ef525-150c-41d7-9804-c23dfa29fdbe,STORE,STORE_024,apple_pay,12.38,2.48,0.0,14.86,False
04ba0331-f205-4600-8f69-0be4c7cd9b37,2025-06-26T04:29:52.783390,f1a55164-2158-4263-872f-42e90df86f73,ONLINE,,card,49.76,0.0,2.99,52.75,False
552afc1e-3828-4a0d-8419-b6eecf1f2b07,2024-11-01T22:21:09.550067,289c628e-c90f-4926-9326-4d6f3794f83c,STORE,STORE_024,giftcard,10.28,2.06,0.0,12.34,False
dfc6951b-cbf9-41c4-8563-06eb5a166c7a,2024-12-25T17:42:45.812055,ef65120b-f6e8-4375-ad01-494166720dd6,STORE,STORE_000,apple_pay,135.44,27.09,0.0,162.53,False
5c095fc9-914c-4ee4-b61f-c85228515c8f,2025-07-07T18:53:34.431947,42ba5701-c897-47ac-9602-5ebd94f10b26,STORE,STORE_019,giftcard,61.39,12.28,0.0,73.67,False
e612f01e-ac23-4d37-9d82-2205dcb506d0,2025-01-07T17:31:15.268407,8832699e-0658-4672-b28b-88298eb939d6,STORE,STORE_002,card,100.02,0.0,0.0,100.02,False
674adcd7-8f13-4d2c-b06d-03e5eab8656d,2025-06-09T06:11:44.870292,86c5fbfa-6797-470c-8bdb-6ad45d5b88e9,STORE,STORE_018,card,41.67,8.33,0.0,50.0,False
618e61c0-cb03-4416-8faf-a247e63c347f,2024-10-14T07:35:03.591703,15f3b2a1-f7e2-44bb-a16c-bc8bbfa2c1f1,STORE,STORE_005,cash,54.74,10.95,0.0,65.69,False
