product_id,sku,product_name,category,subcategory,brand,price,cost,launch_date,color,size_options,material,is_active
0e0e9157-56d2-42ee-802a-a41192d9b84b,MSFO00022,Limited Edition Deli 22,Food,Deli,Limited Edition,6.62,2.99,25/12/2024,Blue,M,Polyester,TRUE
4f7515a0-56a6-4d13-999d-3a941a27cb97,MSFO00023,Home Range Frozen 23,Food,Frozen,Home Range,21.13,10.98,18/01/2025,Black,XS,Cotton,FALSE
e88a1c0f-ed87-412b-aa3a-11439f293c7e,MSHO00024,M&S Collection Kitchen 24,Home,Kitchen,M&S Collection,18.7,14.48,18/09/2024,Blue,XL,Cotton,TRUE
443da7f4-fc52-4672-9296-6e5b9cfd359d,MSBE00025,Per Una Skincare 25,Beauty,Skincare,Per Una,39.38,30.33,25/02/2025,Blue,OneSize,Silk,FALSE
a6628496-593c-4b74-8793-9a237258ed29,MSME00026,Foodies Knitwear 26,Mens_Clothing,Knitwear,Foodies,3.14,1.48,09/10/2024,Blue,XL,Blend,TRUE
6085c8c6-74fe-4b4c-b871-833449afbc06,MSHO00027,Home Range Furniture 27,Home,Furniture,Home Range,32.78,18.48,15/11/2024,Black,XL,Silk,TRUE
339c864a-458b-4b2a-96c7-b32d4839027e,MSME00028,Home Range Shirts 28,Mens_Clothing,Shirts,Home Range,2.95,1.91,23/03/2025,Red,XL,Linen,TRUE
cf4002f4-047a-455d-a58f-85bdb80b2c74,MSME00029,Autograph Shirts 29,Mens_Clothing,Shirts,Autograph,21.63,10.64,17/12/2024,Beige,OneSize,Cotton,TRUE
48a22dba-9326-4c95-ae23-e64e2c231eb7,MSWO00030,Autograph Knitwear 30,Womens_Clothing,Knitwear,Autograph,16.87,12.14,02/08/2025,White,S,Wool,TRUE
722abc7e-675c-4360-87e5-6247d7381e9e,MSME00031,Per Una Shorts 31,Mens_Clothing,Shorts,Per Una,48.63,22.57,03/03/2025,Beige,XL,Linen,TRUE
fbf21de6-ece7-4047-a33c-b7ef463c59c4,MSBE00032,Limited Edition Haircare 32,Beauty,Haircare,Limited Edition,8.51,4.15,10/10/2024,Red,XS,Blend,TRUE
7656caeb-7ad9-4f1e-9710-878ed54d5d2a,MSBE00033,Beauty Line Haircare 33,Beauty,Haircare,Beauty Line,11.53,8.8,06/04/2025,Multi,OneSize,Cotton,TRUE
8dc974cc-d8d0-41a3-8ccb-10cf3c5b42f0,MSWO00034,Foodies Dresses 34,Womens_Clothing,Dresses,Foodies,13.23,10.16,27/03/2025,Beige,M,Cotton,TRUE
045d0ba7-9b28-4212-99b2-06cb08f6e628,MSME00035,Beauty Line Shorts 35,Mens_Clothing,Shorts,Beauty Line,2.04,1.21,26/01/2025,Blue,L,Polyester,TRUE
ffc2c5bb-bfe2-4a97-8ab5-f8a69dcb6675,MSME00036,Beauty Line Shirts 36,Mens_Clothing,Shirts,Beauty Line,52.49,39.8,25/01/2025,Multi,XL,Cotton,TRUE
6f69e3c1-d6a7-462a-894b-123633b95ab5,MSFO00037,Autograph Frozen 37,Food,Frozen,Autograph,25.57,18.74,20/12/2024,Multi,S,Polyester,TRUE
854d568d-9e0c-4de1-8e8c-d3d01e702ba5,MSBE00038,Foodies Makeup 38,Beauty,Makeup,Foodies,3.21,1.91,05/07/2025,Red,S,Silk,TRUE
db08c1b4-df99-466d-9af1-fe78d4502048,MSBE00039,Beauty Line Fragrance 39,Beauty,Fragrance,Beauty Line,9.91,5.58,22/07/2025,Green,L,Blend,FALSE
b72d1225-0272-4aeb-b95f-a1a3b8238006,MSFO00040,Per Una Bakery 40,Food,Bakery,Per Una,23.38,12.75,18/05/2025,Blue,M,Polyester,FALSE
2abfb2a4-f9cd-4a47-974d-f64ce64f7c25,MSFO00041,M&S Collection Deli 41,Food,Deli,M&S Collection,9.68,5.8,02/12/2024,Beige,M,Cotton,TRUE
ad55f995-e43c-47a9-aeb7-8288a0799031,MSBE00042,Per Una Bath 42,Beauty,Bath,Per Una,3.62,1.84,23/12/2024,Red,XL,Cotton,TRUE
a9c8b771-599b-4484-b6e3-f2f7325303eb,MSWO00043,Autograph Leggings 43,Womens_Clothing,Leggings,Autograph,4.87,3.02,21/03/2025,Beige,S,Silk,TRUE
dc8a4de7-ddc0-49cc-99d0-196e1cd17b9a,MSFO00044,M&S Collection Fresh 44,Food,Fresh,M&S Collection,8.95,6.98,15/01/2025,White,XS,Silk,TRUE
f4ffba8e-a746-45f6-9865-7de80447f3a1,MSFO00045,Home Range Deli 45,Food,Deli,Home Range,5.92,3.74,29/03/2025,Green,S,Blend,TRUE
0672c989-59d4-4047-a5da-41a274ee7196,MSME00046,Foodies Knitwear 46,Mens_Clothing,Knitwear,Foodies,6.71,3.62,03/05/2025,Blue,OneSize,Blend,TRUE
09d51b12-08cf-49f7-bd3e-e8e8cf0f5d32,MSHO00047,M&S Collection Bedding 47,Home,Bedding,M&S Collection,10.68,5.75,29/11/2024,Black,XL,Linen,FALSE
c9e3e90b-dc0d-429f-80b7-b945b747e7cb,MSWO00048,Limited Edition Leggings 48,Womens_Clothing,Leggings,Limited Edition,8.19,4.67,12/12/2024,White,M,Polyester,FALSE
d5a1ca84-f263-4974-b6d3-8adf438f11ed,MSWO00049,Home Range Tops 49,Womens_Clothing,Tops,Home Range,11.29,5.65,27/01/2025,Green,S,Silk,TRUE
61ef42cc-d33c-4be0-a02d-7703a1db1c68,MSHO00050,M&S Collection Storage 50,Home,Storage,M&S Collection,71.42,46.95,27/02/2025,Beige,XL,Wool,FALSE
b666afd5-4107-428d-8ed8-89dc4af1107f,MSWO00051,Essential Tops 51,Womens_Clothing,Tops,Essential,2.13,1.23,20/04/2025,Red,XS,Blend,TRUE
42221a1c-ba73-4f72-8356-bdfaf91f4ba3,MSHO00052,Limited Edition Decor 52,Home,Decor,Limited Edition,10.77,8.55,05/04/2025,Beige,M,Polyester,TRUE
48361c7a-d4a0-4776-8b3f-05a2bff77ecf,MSHO00053,Beauty Line Storage 53,Home,Storage,Beauty Line,43,31.37,25/02/2025,Green,XS,Cotton,TRUE
8e331190-2799-4c24-b901-abeeefa4089b,MSHO00054,M&S Collection Bedding 54,Home,Bedding,M&S Collection,5,2.32,03/01/2025,Green,S,Blend,FALSE
4475c9e2-e8c4-42cb-af8b-af0940c97eaa,MSME00055,Foodies Outerwear 55,Mens_Clothing,Outerwear,Foodies,7.32,4.13,20/07/2025,White,XS,Cotton,TRUE
c115ed1f-926b-48a8-9457-11ec277f9e86,MSME00056,M&S Collection Shorts 56,Mens_Clothing,Shorts,M&S Collection,3.02,2.04,12/06/2025,Multi,M,Linen,TRUE
7cf99ef4-20da-473f-b0d4-eae653929f89,MSBE00057,M&S Collection Makeup 57,Beauty,Makeup,M&S Collection,12.96,10.1,14/12/2024,Green,M,Cotton,TRUE
e1eec01a-a7ac-4fd7-acb3-4a330b9d3cc8,MSME00058,Autograph Trousers 58,Mens_Clothing,Trousers,Autograph,37.49,25.74,06/01/2025,Green,XL,Silk,FALSE
a6cea879-976f-4f3e-aa22-4f84301f4e96,MSME00059,Per Una Trousers 59,Mens_Clothing,Trousers,Per Una,12.92,8.26,02/06/2025,Multi,S,Silk,TRUE
96ef24b4-9a83-4099-9f0a-6190129f4eec,MSHO00060,Limited Edition Furniture 60,Home,Furniture,Limited Edition,25.33,18.64,07/10/2024,Green,S,Blend,TRUE
3f82a7a1-10c0-4cb9-b504-c04cc6c2ed1e,MSWO00061,Limited Edition Coats 61,Womens_Clothing,Coats,Limited Edition,4.02,2.18,08/06/2025,Blue,L,Wool,TRUE
32206a78-17d7-4fb5-8bc2-f93803aad9ea,MSME00062,M&S Collection Trousers 62,Mens_Clothing,Trousers,M&S Collection,12.89,9.78,17/08/2024,Beige,S,Silk,TRUE
3f1394c8-2f9f-4573-99af-84998081f11c,MSWO00063,Home Range Knitwear 63,Womens_Clothing,Knitwear,Home Range,19.13,10.48,02/01/2025,Beige,XL,Silk,TRUE
f9550cf7-83e7-44cf-b255-11b615f49f7a,MSFO00064,M&S Collection Ambient 64,Food,Ambient,M&S Collection,19.49,14.82,06/12/2024,Red,M,Polyester,TRUE
e24ef2c9-22ba-4e50-8a79-b022ab1696e1,MSHO00065,Autograph Bedding 65,Home,Bedding,Autograph,15.92,12.11,02/12/2024,White,L,Wool,TRUE
475af0aa-935a-4df2-880e-c972c6b979c2,MSHO00066,Autograph Furniture 66,Home,Furniture,Autograph,14.93,6.77,15/11/2024,Black,XL,Polyester,TRUE
f3fe0d1d-0034-4c92-8f6f-b18c2bdbee2a,MSBE00067,Limited Edition Skincare 67,Beauty,Skincare,Limited Edition,26.12,20.66,12/07/2025,Green,L,Cotton,FALSE
544a1a11-08eb-4c0e-b7cc-f5b459f1c937,MSHO00068,Home Range Storage 68,Home,Storage,Home Range,0.91,0.73,16/01/2025,Beige,XS,Blend,FALSE
7c0c8d35-5089-4a14-9e91-6ef86bed8070,MSFO00069,Foodies Ambient 69,Food,Ambient,Foodies,5.91,2.7,12/05/2025,Green,L,Blend,TRUE
48d8cf2e-6aa1-4de7-9860-6c4f40aab59c,MSME00070,Foodies Trousers 70,Mens_Clothing,Trousers,Foodies,8.03,5.7,19/02/2025,Beige,L,Blend,TRUE
8369a25f-f282-4f34-acec-0d5eb9a529d6,MSME00071,Essential Shorts 71,Mens_Clothing,Shorts,Essential,4.48,3.05,10/09/2024,Black,XL,Cotton,TRUE
53017749-3174-4321-88e1-77d21932cd8a,MSME00072,Home Range Outerwear 72,Mens_Clothing,Outerwear,Home Range,21.56,14.5,30/08/2024,Black,L,Silk,TRUE
d04c3445-7d1d-4b12-a310-88a1778519a2,MSFO00073,Per Una Bakery 73,Food,Bakery,Per Una,191.52,102.54,15/09/2024,Beige,XS,Wool,TRUE
d9220176-338c-484b-8fef-e721ef72634c,MSFO00074,Autograph Ambient 74,Food,Ambient,Autograph,12.06,9.25,04/09/2024,Multi,S,Blend,TRUE
886437c9-d8c8-414f-92ea-a3dceb4899a3,MSME00075,M&S Collection Trousers 75,Mens_Clothing,Trousers,M&S Collection,17.67,12.87,21/05/2025,Red,S,Silk,TRUE
116deab1-20e4-42f5-94ef-4c0140236469,MSWO00076,Foodies Coats 76,Womens_Clothing,Coats,Foodies,41.6,31.3,21/06/2025,Beige,XL,Polyester,TRUE
63360272-43b2-4e08-af25-555be3c8d85a,MSBE00077,Foodies Haircare 77,Beauty,Haircare,Foodies,34.98,21.85,12/08/2024,Blue,S,Blend,TRUE
a00c4807-5fbd-4333-bb3e-44f8ec6618c7,MSWO00078,Limited Edition Coats 78,Womens_Clothing,Coats,Limited Edition,12.65,6.48,16/03/2025,Blue,OneSize,Linen,TRUE
d7697d4c-949d-4eec-abfe-0a3e42e95e02,MSFO00079,Autograph Fresh 79,Food,Fresh,Autograph,10.77,6.62,23/09/2024,Black,S,Silk,TRUE
38d37710-a073-475f-a9a3-7bf1f3ad3d45,MSFO00080,Home Range Deli 80,Food,Deli,Home Range,9.96,4.54,15/05/2025,Multi,L,Linen,TRUE
6de777f6-4a01-4144-93d1-fb11bedeb0b2,MSFO00081,Beauty Line Bakery 81,Food,Bakery,Beauty Line,23.16,13.1,06/06/2025,Blue,OneSize,Silk,TRUE
40f0a470-fd69-47cc-b7c0-49b75349b6c9,MSME00082,Beauty Line Knitwear 82,Mens_Clothing,Knitwear,Beauty Line,8.11,4.74,16/01/2025,Beige,S,Wool,TRUE
988708d3-6bc0-4038-8b9a-19669b5529cf,MSHO00083,Essential Kitchen 83,Home,Kitchen,Essential,24.52,13.75,14/12/2024,Green,M,Linen,TRUE
1d88fb1e-5f2c-46dc-91c0-6ef534e051af,MSME00084,Foodies Trousers 84,Mens_Clothing,Trousers,Foodies,3.64,2.71,27/06/2025,Beige,S,Blend,TRUE
95815e91-f5f9-4234-881b-5bf4487ee4a9,MSBE00085,Home Range Haircare 85,Beauty,Haircare,Home Range,2.83,1.84,15/05/2025,White,L,Silk,TRUE
41947a05-1f90-4099-9bda-00e677c0ce53,MSBE00086,M&S Collection Haircare 86,Beauty,Haircare,M&S Collection,21.58,12.42,13/12/2024,Multi,XL,Silk,TRUE
0c909d79-4bef-42b2-8de7-aff77e898d30,MSHO00087,Foodies Decor 87,Home,Decor,Foodies,4.61,2.91,08/05/2025,Multi,L,Linen,TRUE
60f5bfb4-b17b-47f3-9262-3e6ea16d5991,MSFO00088,Limited Edition Deli 88,Food,Deli,Limited Edition,18.26,10.11,03/09/2024,Black,S,Wool,TRUE
7a4cd3f3-8027-4325-832e-8c124215e1f6,MSWO00089,Home Range Coats 89,Womens_Clothing,Coats,Home Range,60.4,44.31,21/08/2024,Beige,OneSize,Silk,TRUE
a8af8c5d-bf84-45d4-a2c9-e908dc20c1d2,MSBE00090,M&S Collection Makeup 90,Beauty,Makeup,M&S Collection,4.2,1.99,28/12/2024,Black,XL,Linen,TRUE
17c50b00-6038-4541-a73c-6b3069ebb6a9,MSWO00091,Per Una Coats 91,Womens_Clothing,Coats,Per Una,19.02,14.48,29/12/2024,Multi,L,Polyester,TRUE
d6d287da-c2a1-4861-b9b4-bc494fe0ba48,MSBE00092,Limited Edition Fragrance 92,Beauty,Fragrance,Limited Edition,6.08,3.97,16/07/2025,Black,M,Wool,TRUE
c481f145-962e-4dd8-80b5-cf6e8d82c11e,MSBE00093,Foodies Fragrance 93,Beauty,Fragrance,Foodies,9.84,5.56,10/02/2025,Green,XS,Silk,TRUE
77f66d87-9977-4dbb-8073-4923734cde47,MSFO00094,Home Range Frozen 94,Food,Frozen,Home Range,2.44,1.6,16/07/2025,Blue,OneSize,Cotton,TRUE
daea30d7-caa3-40ae-bbdb-4eeb7b7ee1ab,MSWO00095,Limited Edition Dresses 95,Womens_Clothing,Dresses,Limited Edition,16.8,9.03,25/01/2025,Blue,XS,Linen,TRUE
3a8fed19-7559-4364-bfa5-d12a344d1f4a,MSME00096,Autograph Outerwear 96,Mens_Clothing,Outerwear,Autograph,7.97,3.94,29/04/2025,White,S,Silk,TRUE
809c590f-e976-40fd-a7eb-bbc1e92d1b8f,MSHO00097,Autograph Kitchen 97,Home,Kitchen,Autograph,32.46,23.35,24/11/2024,Multi,S,Wool,TRUE
d6074adf-171b-414f-977f-df77a7942365,MSWO00098,Foodies Knitwear 98,Womens_Clothing,Knitwear,Foodies,6.31,2.95,24/07/2025,Black,OneSize,Polyester,TRUE
f91b61f6-c0f3-4fe8-bd47-9b7e2797c727,MSME00099,Essential Shirts 99,Mens_Clothing,Shirts,Essential,14.8,9.46,15/06/2025,Multi,OneSize,Linen,TRUE
aa94a19f-81e2-4eef-b429-bdfe4090fd50,MSFO00100,Home Range Frozen 100,Food,Frozen,Home Range,11.06,6.66,05/10/2024,White,L,Blend,TRUE
45b2435f-df70-492e-8358-e99aca72eadc,MSFO00101,M&S Collection Ambient 101,Food,Ambient,M&S Collection,7.86,3.75,25/03/2025,Multi,L,Silk,TRUE
ec671cd7-c3b8-48ea-bc25-ba4f2996e3c2,MSHO00102,Per Una Furniture 102,Home,Furniture,Per Una,60.53,28.47,08/12/2024,Black,S,Blend,TRUE
2265b5ac-36ea-4f88-b244-84d0bd76fcd9,MSHO00103,Beauty Line Storage 103,Home,Storage,Beauty Line,6.62,3.34,25/05/2025,Black,L,Blend,TRUE
7975a5a3-72a4-42bf-811f-f78218d9a7ac,MSHO00104,Autograph Kitchen 104,Home,Kitchen,Autograph,9.14,4.7,02/04/2025,Green,L,Polyester,TRUE
4789370d-e925-4a8d-b156-35a39fb7332e,MSFO00105,Foodies Deli 105,Food,Deli,Foodies,10.13,5.55,07/05/2025,Green,XS,Silk,TRUE
8f01d5b0-991c-444f-b777-77737563ec70,MSME00106,Limited Edition Outerwear 106,Mens_Clothing,Outerwear,Limited Edition,83.19,50.12,23/07/2025,Green,M,Wool,TRUE
f11113df-e510-4e1a-a076-4ba47d7b1a8d,MSFO00107,M&S Collection Ambient 107,Food,Ambient,M&S Collection,14.94,8.92,23/10/2024,White,S,Cotton,TRUE
d909d6a8-d37e-43b5-9ff1-5d5ae7ad4faa,MSBE00108,Limited Edition Haircare 108,Beauty,Haircare,Limited Edition,4.2,2.07,20/05/2025,Beige,L,Blend,TRUE
132df0e2-d22f-4bea-8e12-412d840eb5ce,MSBE00109,Autograph Skincare 109,Beauty,Skincare,Autograph,14.97,7.34,16/10/2024,Green,S,Silk,TRUE
9b9e6f45-e9eb-40cc-8509-6b8c16d06e08,MSHO00110,Home Range Storage 110,Home,Storage,Home Range,9.46,7.5,28/02/2025,Black,XL,Linen,TRUE
69298b37-6393-4051-9677-a0b3d8ee8497,MSFO00111,Home Range Ambient 111,Food,Ambient,Home Range,7.07,3.22,15/07/2025,Beige,L,Wool,TRUE
e8a3e0fa-7534-44fc-90ed-834ab69e8b5a,MSME00112,Limited Edition Shirts 112,Mens_Clothing,Shirts,Limited Edition,3.8,2.29,31/08/2024,Green,XS,Blend,TRUE
8e13b16c-505d-49bf-bade-b34d9daffec2,MSME00113,Limited Edition Trousers 113,Mens_Clothing,Trousers,Limited Edition,11.08,5.17,11/04/2025,Beige,L,Wool,TRUE
e4cfbb3f-188a-4705-962c-1664ada7f502,MSFO00114,Essential Deli 114,Food,Deli,Essential,8.2,4.77,15/04/2025,Red,S,Wool,TRUE
0946b73f-eb8f-4ec3-854e-5cb4b2f7908a,MSME00115,M&S Collection Knitwear 115,Mens_Clothing,Knitwear,M&S Collection,13.7,10.64,12/11/2024,Beige,XL,Polyester,TRUE
c33ad527-3aec-414b-92fc-8b7e33772236,MSWO00116,Essential Leggings 116,Womens_Clothing,Leggings,Essential,17.54,8.89,15/05/2025,Beige,S,Blend,TRUE
a7654b20-94ed-4604-bd4c-4de55b758a0b,MSBE00117,M&S Collection Skincare 117,Beauty,Skincare,M&S Collection,27.63,21.56,23/04/2025,White,M,Silk,TRUE
64c2b444-656b-4f51-8a71-20e22c130088,MSHO00118,M&S Collection Kitchen 118,Home,Kitchen,M&S Collection,12.97,10.1,07/01/2025,Green,L,Cotton,TRUE
8f073609-0264-4ccf-a3ea-c58489014e77,MSBE00119,Autograph Haircare 119,Beauty,Haircare,Autograph,8.61,5.92,18/01/2025,White,OneSize,Blend,TRUE
7754e460-da91-4d74-a791-93954e495cf1,MSME00120,Essential Shorts 120,Mens_Clothing,Shorts,Essential,7,4.49,17/11/2024,Red,S,Cotton,TRUE
05f236c9-e81e-45b3-baf2-458f638aa4d7,MSBE00121,Limited Edition Bath 121,Beauty,Bath,Limited Edition,81.47,54.51,12/10/2024,Multi,XL,Silk,TRUE
4e8624c5-1821-456e-84a7-3266c3811df5,MSBE00122,Foodies Fragrance 122,Beauty,Fragrance,Foodies,15.69,7.45,29/04/2025,Green,XL,Linen,TRUE
eb508223-3819-4387-a47a-7c6a8065c059,MSWO00123,Limited Edition Tops 123,Womens_Clothing,Tops,Limited Edition,6.96,4.07,06/11/2024,Green,OneSize,Cotton,TRUE
278bffa5-1cc1-4f8c-8c10-1c518170e5a1,MSME00124,Autograph Shorts 124,Mens_Clothing,Shorts,Autograph,4,2.49,18/06/2025,Blue,XS,Silk,TRUE
5fe32408-adbc-4daa-bb85-728ef747fc82,MSFO00125,Essential Bakery 125,Food,Bakery,Essential,5.8,4.02,22/10/2024,Red,S,Wool,TRUE
1631ffdd-d651-45da-a79a-c5825b3ceaa4,MSBE00126,Limited Edition Skincare 126,Beauty,Skincare,Limited Edition,16.87,12.34,14/04/2025,Green,OneSize,Linen,TRUE
fd68dfe8-fcde-4c0b-9e0a-e7bac336f88f,MSME00127,Autograph Outerwear 127,Mens_Clothing,Outerwear,Autograph,20.56,13.2,31/07/2025,White,S,Blend,TRUE
238e4252-241c-4ce5-9cc9-9407d5969104,MSHO00128,Autograph Kitchen 128,Home,Kitchen,Autograph,23.87,19.02,13/09/2024,Red,S,Wool,TRUE
134717b6-3989-4318-a557-1a884d5320d9,MSFO00129,Beauty Line Ambient 129,Food,Ambient,Beauty Line,21.1,12.24,12/11/2024,Red,L,Blend,TRUE
3e5b7a24-2a2c-4478-81f9-7c84b78e01d4,MSBE00130,Beauty Line Fragrance 130,Beauty,Fragrance,Beauty Line,19.93,14.96,07/02/2025,Black,XS,Linen,TRUE
c3b4277d-5b3d-4518-8eed-f787bfd0ae50,MSBE00131,Essential Fragrance 131,Beauty,Fragrance,Essential,10.16,7.24,13/03/2025,Red,XS,Polyester,FALSE
2950385f-f1bd-436c-89cd-e34af225c898,MSFO00132,M&S Collection Deli 132,Food,Deli,M&S Collection,6.93,4.41,31/10/2024,Multi,OneSize,Wool,TRUE
6dcfdd7a-f840-43f5-a22e-f5db6c48a227,MSME00133,Beauty Line Outerwear 133,Mens_Clothing,Outerwear,Beauty Line,3.64,2.69,16/07/2025,Green,S,Linen,TRUE
51a40be3-8c09-442e-9171-f346bb2a7b16,MSBE00134,Beauty Line Skincare 134,Beauty,Skincare,Beauty Line,7.17,3.36,29/03/2025,Green,L,Wool,TRUE
270ad691-053f-41c9-827e-880a3e9f3242,MSWO00135,Home Range Tops 135,Womens_Clothing,Tops,Home Range,9.31,6.95,30/04/2025,Black,OneSize,Silk,TRUE
594246ea-7ab2-45e2-89cc-86a6c2b96200,MSBE00136,M&S Collection Bath 136,Beauty,Bath,M&S Collection,16.31,12.77,13/07/2025,Black,XS,Wool,TRUE
06b41a88-473e-44fd-89cb-b611f4c49b59,MSWO00137,M&S Collection Coats 137,Womens_Clothing,Coats,M&S Collection,10.84,6.75,30/12/2024,Beige,XL,Silk,TRUE
de74ba93-8d37-4a17-8e75-6105c95d9926,MSME00138,Home Range Shorts 138,Mens_Clothing,Shorts,Home Range,2.43,1.37,30/09/2024,White,L,Blend,TRUE
6ac0eed2-33b6-451a-9841-8f230d2fb78c,MSWO00139,Essential Tops 139,Womens_Clothing,Tops,Essential,8.15,5.93,04/10/2024,White,S,Wool,TRUE
37d6df98-c8bd-43ed-b9bd-5b90359a01c0,MSBE00140,M&S Collection Skincare 140,Beauty,Skincare,M&S Collection,62.32,49.17,17/08/2024,Beige,XL,Polyester,TRUE
bc40814d-6984-4cb8-9b04-549bd1eaeea7,MSHO00141,M&S Collection Storage 141,Home,Storage,M&S Collection,17.53,12.56,18/04/2025,White,L,Cotton,TRUE
81c05f3c-8667-49fa-a8d0-aaca0913a8b9,MSWO00142,Autograph Coats 142,Womens_Clothing,Coats,Autograph,9.65,5.09,18/05/2025,Beige,S,Silk,FALSE
d9bacfea-2c93-4521-99ad-1673670f6169,MSHO00143,Essential Storage 143,Home,Storage,Essential,35.34,24.64,13/08/2024,Black,L,Silk,TRUE
e40d3027-e11c-4f62-83b3-db6374f973d9,MSFO00144,Foodies Fresh 144,Food,Fresh,Foodies,2.93,1.91,08/08/2025,Blue,XL,Linen,TRUE
6f65580c-17bf-4cce-8f5b-7f8395703ed9,MSME00145,Essential Shirts 145,Mens_Clothing,Shirts,Essential,13.08,7.58,31/12/2024,Multi,L,Wool,FALSE
a249f378-b65a-4cba-99a9-6e7b94c67634,MSFO00146,M&S Collection Ambient 146,Food,Ambient,M&S Collection,6.7,3.21,07/08/2025,Green,OneSize,Wool,TRUE
fd730f8a-ebc9-46f5-85d7-5e366aefa234,MSFO00147,Per Una Bakery 147,Food,Bakery,Per Una,41.43,26.74,07/11/2024,Black,XL,Silk,TRUE
aef7238c-2972-4760-b6f1-7fd707cc3c74,MSFO00148,Foodies Deli 148,Food,Deli,Foodies,5.97,3.59,28/01/2025,Black,M,Polyester,FALSE
b635a2c9-05f9-421c-b3d5-9ae06c522139,MSME00149,Foodies Shorts 149,Mens_Clothing,Shorts,Foodies,4.24,1.92,16/03/2025,Blue,L,Cotton,TRUE
