return_id,tx_id,product_id,sku,return_date,quantity,refund_amount
45a60a66-9445-469a-b189-82d4d9a9c09e,6294f5af-8956-4eea-a0c3-6d0095544c3e,6a9246fe-272d-4533-b58e-6cc0b6cfa485,MSHO00595,2025-01-14T08:50:46.101417,1,20.45
3101e9d4-73c2-4247-aeb2-668c199b4b04,6194c59d-3011-4876-a363-55caafd55b9c,6a6ba5a6-8899-4cf6-ad37-97787ba2840e,MSFO00945,2025-03-26T02:08:15.381971,2,30.96
f7b790a9-ea40-44d1-ba6e-c138546691d5,9c9d13fc-361c-4eb8-a1e1-012404ef8bbd,a5df95dc-3655-4588-a458-6937122321d1,MSWO00618,2024-12-21T11:27:37.465529,1,12.04
4a299e65-304f-451b-a2b3-52c724df52b2,f1411ae0-b5f1-44c3-ab94-fde7ff41a5cc,be3b32e2-1aab-4a37-924d-f95436aeeae5,MSHO00489,2024-12-11T18:18:34.453394,2,66.28
5a3b01fd-b930-4b66-9b04-ba7f4722b316,b705b173-ac74-4725-a4e5-802698d058bb,701752a4-2820-4462-b4a3-65cdbeee67a3,MSBE00317,2025-06-07T12:52:58.296211,1,3.61
7bc8607c-e6c5-40a5-b958-309a22cc5fce,8eb64967-d226-4ee3-b1b1-cd71ee93399c,a089dd8d-b493-4b1a-9419-f14c882ec3e2,MSHO00218,2024-09-20T12:39:44.003660,2,8.39
aea7176d-1cf0-4234-8d21-c6e82a83250e,87b178e3-6011-4981-8eea-45430f7c9d48,18e92350-88d3-4983-afff-3e471cb07b92,MSME00616,2024-11-16T19:43:55.811476,1,15.88
2bf9d3de-a33b-41d6-8056-91cd9d5cb0ba,443f23ce-7926-4c35-b1ce-512fc72c9397,96dbcf84-2094-44d4-80f8-a30c9d310399,MSME00018,2025-05-18T02:39:31.613145,1,20.25
5d26b2f5-0936-4367-8403-922bb65d8802,4a6f2236-b368-46f0-b8af-493727a64a03,b666afd5-4107-428d-8ed8-89dc4af1107f,MSWO00051,2025-05-06T13:19:24.441728,1,2.13
f36e5090-c504-4676-9b15-dd5ce8f62392,98620661-d8b6-45a0-b9c2-2b7b229faa15,d158669f-79a3-460c-a81e-e7e9df877d72,MSHO00171,2025-04-22T14:19:05.902818,2,6.36
fa1ff98b-a8c9-4324-8d45-bcd85b09e9bd,5dd5e379-6e80-478e-b16f-b68dfde14308,05c89cf5-674d-4b57-8b2e-08f8e5b983eb,MSHO00587,2025-02-14T19:19:49.017535,3,26.42
475c29f6-abdd-4947-8ea9-dca831d12c9a,64bc9f35-dfc3-4d9f-a2de-cc210f3def36,ac74fd1e-fdbe-4273-ad9b-ab42d31f4feb,MSWO00563,2024-10-19T00:12:05.439854,1,10.7
3e14defa-7849-4b7a-88c1-325bce58a09d,0c643061-c3f8-4e31-a6e2-4a29536df101,b4e15df7-be1c-45f3-8b74-f3b3e241ee34,MSHO00375,2025-06-14T09:00:02.247014,1,64.2
c6d5f16b-1c8d-4a29-8e10-131279d4f045,81f0afc0-86f1-4e02-83b1-ad9c82a05837,05f236c9-e81e-45b3-baf2-458f638aa4d7,MSBE00121,2025-04-13T22:34:02.649800,1,81.47
ea65eb2c-c046-44ec-a49b-abbe0d1c19c6,a60eba9a-70a2-4859-93cc-180fb691680d,489d5303-7df0-4c5f-8bee-46cbac2d1b30,MSBE00248,2025-02-20T03:04:46.965969,1,25.67
ff053626-fb83-4c2d-9c76-4bc8b9836033,a951be24-7e5b-4646-a6ed-d758bfd9a87d,a7c1757f-080c-484d-a57c-2ff8e35b6fd7,MSME00384,2025-01-05T23:44:42.159886,1,12.46
fdd0c54a-444d-4dd8-a193-496367cc4e8e,5d15e647-0c48-45a2-b792-22335820b560,6085c8c6-74fe-4b4c-b871-833449afbc06,MSHO00027,2025-01-15T03:15:10.686291,2,52.45
9bd23a47-a296-45b0-b145-1ff5e775eda6,2f103753-5d18-4dc1-b451-3b2a403c6fb2,e346d9de-1489-409b-a53f-8553569d6247,MSFO00176,2025-05-29T10:04:24.999395,1,6.75
29b429eb-dbd3-4e06-9cd6-7e10c460db67,7ec2cb42-9bce-45d3-9f04-055074254e1b,cf7c6dca-9a53-45ad-a566-a327821b5bbf,MSME00470,2025-02-21T20:26:08.179880,1,29.73
7b19a596-8383-4ff8-b917-4ef4443a9971,660c5087-b9b7-4703-80a8-e1c60936f05e,05f236c9-e81e-45b3-baf2-458f638aa4d7,MSBE00121,2024-12-28T00:38:42.484982,2,130.35
02e1b873-3820-4a07-a6c5-73e8d80b2f90,a8194adf-10ab-4f6f-a9a2-e775f882d547,2265b5ac-36ea-4f88-b244-84d0bd76fcd9,MSHO00103,2024-10-01T10:36:01.627194,1,3.97
598afb5a-ed81-4b4e-bb54-63f49a658edf,3f6fd64e-2820-44df-a5b4-f17026d1ad53,31703571-9f9f-4eff-92f2-436a2d30601e,MSHO00262,2025-05-07T16:34:55.072104,1,14.81
9347ff23-ccab-419d-b032-a0e55b7e3ac3,90f88d15-a523-4bf4-afb4-bd326158c061,dd1024ba-b622-4452-9f1d-9a5f6b025109,MSFO00236,2024-12-20T09:45:50.209173,1,20.52
f8921e84-9ef8-4b42-9ac0-b8b0c211f752,18a842be-74e7-4ab4-a1fa-f8f61d1cb79b,58572018-2db3-4347-b5ba-5d1c2e17531f,MSFO00382,2024-12-23T02:47:28.167389,1,29.96
41f90b18-698b-4266-b34a-a834a4720b3c,5a0d5900-8e05-47f7-a5d3-697082d6326b,b154bf8b-d256-4fc9-93d3-204e297a44b1,MSBE00554,2025-08-09T15:20:25.729805,1,23.13
703dc536-3574-46ef-ae9b-9d5168539e57,76d8f6cb-18f3-4cc2-8cc2-ea631696eaff,09de4377-645c-4b90-88c7-81d135caa54d,MSWO00918,2025-06-27T05:52:59.950331,1,17.36
6a702d8a-0d71-49bb-b46d-fdab107528a2,d3f9213d-c782-424a-889d-71f7f583937f,966951d3-4bb1-4398-9a7d-e81e78225e53,MSME00417,2024-12-10T08:26:36.835924,2,23.34
73ce17c6-a2a6-45b9-a30c-c47457b2a33e,617ee402-4a3c-4b63-86df-7043e7969b31,b1a87d2e-e74c-429f-8fbb-a20d64d40578,MSFO00784,2025-06-07T17:51:39.036456,1,14.07
9cd726fb-6bbc-4287-942f-e60c3981638f,74095aec-0c76-4158-a5c2-f897e75b471b,4cf64a22-287f-4069-862f-49ecba5234ba,MSME00445,2025-01-30T21:41:12.866439,1,3.04
9f2cc9a4-cfcd-4ba5-b46d-5d98d9873cb5,d767c216-dae8-40ca-856e-f867fe64f151,6b05edc4-1117-4507-b529-f946f80cf981,MSFO00195,2024-10-13T05:42:10.517975,1,13.39
37e6d5ae-d737-46c5-a59f-88a154d53572,2c8df4d4-c8f2-419a-a0eb-8a2fceb45854,ee9e942b-e851-4cf8-a709-274eebc22799,MSME00628,2025-05-23T00:12:27.671344,2,30.0
f097469b-ceae-4fcc-9008-74eca1f63a0b,bb838382-e845-4b30-b3e6-6a89e8b3c6b8,31703571-9f9f-4eff-92f2-436a2d30601e,MSHO00262,2025-01-17T05:44:37.182282,1,14.81
d50e09f3-acc0-4833-906a-851559e1d571,494dbc3b-5d41-4376-8446-c9523beedc30,a089dd8d-b493-4b1a-9419-f14c882ec3e2,MSHO00218,2025-04-17T22:25:24.930229,1,6.99
ff6ee465-3da3-46aa-813e-429950bfb37b,6b78241b-6611-4347-a306-052c85bf20f0,a6628496-593c-4b74-8793-9a237258ed29,MSME00026,2025-02-23T03:00:03.561250,2,6.28
61d4819a-0baa-4562-afda-2e3b5661ef52,0f342756-9cfd-4df1-951f-a33935f69ff3,b297ebae-435d-4076-8828-58bb9c7f8fd4,MSWO00373,2025-01-17T15:35:11.384671,1,5.57
2d30ee12-1538-4635-9e7d-b55c50558ab8,94583528-23f2-44d8-8436-287bdb34d4df,4ecfe0f1-3c94-4b65-a66f-e944a938dd64,MSWO00923,2024-12-30T10:29:53.838852,1,2.33
640c61f2-b397-4a8f-981f-e3df70d2ec2c,ad98aeba-845d-4f8c-9793-9166b376e133,cb48927d-2da3-4527-8c38-4525c692173f,MSFO00646,2025-08-16T02:24:42.154669,1,7.21
f7158abd-9239-4121-a649-49d5e3d5befb,cf9caeeb-5a77-459b-b8fc-cf190202d438,3d5110d1-fe66-4f9e-8f9f-f2e2f2102723,MSFO00505,2025-04-01T08:47:24.802058,1,14.88
c77869f9-b5bf-4274-80a2-27e3b50367c7,98f10e57-a5da-4707-bb57-8deead0c0f1c,fe8fba4b-f87b-44b8-9f33-1c2831f5bc34,MSBE00936,2024-11-07T05:07:06.759324,1,5.81
5becccaf-44fe-4b21-8842-80399e811941,01e077f1-fb37-45c2-b02b-7b61a8dd1284,d7783c6d-2579-4c0e-8cfd-baa8df3b70cb,MSWO00737,2024-10-31T01:45:00.415979,1,5.49
d9aca5bc-34b7-43aa-922f-1bf5f299ec88,2c177732-8957-4d07-bc79-2248db973bca,1b24a7d7-95c1-43dc-8221-07044a526c76,MSME00665,2024-12-25T22:21:46.202621,1,75.94
4005f36c-198a-40b3-896d-d9d6440a8092,497b8db6-8885-48d7-bc68-f9de7c5aa696,edc723c8-4228-479e-85d0-0cee0a2c6733,MSFO00559,2025-01-25T16:24:21.655756,1,16.72
460823d7-dcd0-4d72-a48a-a83c1eb898ef,f919a232-2a28-428d-9e67-28635bc7201a,551504e2-d01c-45d5-a941-deb4c7d0e8fb,MSHO00436,2025-03-28T22:26:43.982374,1,7.84
99659535-c9cf-405b-bd4b-6d0c86d78f2f,3a0fe93b-6416-4273-991d-c8170af05cf7,d8ae260f-9307-474d-9b4e-7fd09324969c,MSBE00482,2024-12-27T06:09:34.855628,1,32.97
c064b3ca-0f3b-4f3a-97c9-6b939f41c786,5e1368f2-feb0-4415-a42f-44fce858e884,29fa2c29-e192-47a7-a35a-9ef6a82d80ab,MSBE00984,2024-10-31T06:05:46.552813,1,9.13
72526d6e-3b6e-48cc-95c5-24e13ca4e990,fb20c78d-788e-448d-b3d6-44215ac53d60,3ed27fdc-9f49-4a75-97cf-be5597c859eb,MSHO00729,2025-02-28T03:08:52.779986,1,11.23
d43f5b54-617a-4192-8308-debc0f5ee07f,2d72ba23-6338-4466-94bb-b586c2d9e318,2165b0c3-7d78-4c51-8fa1-8983bad05661,MSWO00497,2025-06-05T23:24:23.870764,1,15.69
dec7f127-9909-4225-9e8b-96156382e4ef,0c882f5b-873e-4c4f-8a00-0e7ace9a50da,e82d1240-2d31-49fd-91ea-ad638f8f9b84,MSBE00331,2025-03-05T13:43:08.627091,1,28.14
2e682bff-e503-4d07-9a6f-10999bceb0b0,c539756b-1594-4b63-b942-e1d00caf2c14,cb207ffc-69e9-4cf5-9dc1-828085030579,MSWO00739,2025-08-04T20:19:17.507859,1,56.8
2af384eb-d6f3-4d52-ac9c-c4fb7828f9b2,b9e55505-7dd1-454c-a489-9bd343fec65d,81f48ecf-fa31-431d-aff8-d83c83a4613a,MSME00602,2025-08-02T07:08:12.204867,1,21.7
e2ca23bf-8dc6-43fa-a7ae-2101cd8d9b03,1707a375-34ab-4814-bfc1-7d7ea64a233c,48309e7d-f2f5-4fad-ac03-93b3ca1caa17,MSFO00911,2024-12-28T23:17:02.570805,1,24.78
feacf53e-5c71-4d36-bf47-0a91e6a77b4a,a3767402-8d3b-4154-8bb4-b5865a0e3317,1683249e-381f-4a0b-9fb6-75074b21e180,MSBE00655,2024-09-30T09:21:48.363717,1,10.22
65a788d7-2a59-4ab0-bf82-53c1533d231f,d1e28cf5-c65b-4b13-84f8-bd3e62afbdcd,359294f4-0c5d-4235-af38-82547a54ce26,MSHO00495,2024-09-01T12:02:28.143120,1,29.41
699b476b-5e96-46bb-8ba3-19f4999f23c5,27b18111-884b-439c-b7a4-a364f64f2d5d,05c89cf5-674d-4b57-8b2e-08f8e5b983eb,MSHO00587,2025-02-18T07:02:55.209224,1,14.68
8160c5d5-a481-454a-aaa9-d445a9f075f3,7e66a36a-cba7-45c2-8259-73322d3cff70,fe8fba4b-f87b-44b8-9f33-1c2831f5bc34,MSBE00936,2025-07-09T19:56:00.104576,1,5.81
faa5aeaf-ff52-4508-9eb4-09ec0643b2e6,3b8cc324-5f9e-4ab8-9287-17febf7ce680,cb806ba2-528a-48f8-b936-5aae77f3f784,MSHO00181,2025-07-30T17:02:59.383200,1,119.74
869a95dd-2e63-4ce1-a0e3-cdabd59e2520,6e084104-e493-4b5a-a998-44b5d1106300,73b118fc-d1f4-4165-9792-2415967be235,MSWO00779,2025-04-17T13:44:12.421253,1,7.43
a78b2929-d2b8-4d92-96ce-4f4b9e6f490f,1b520019-a267-408a-9a0d-90a76f9a4c1f,39cb5824-c08c-495f-8590-b4011fc13c01,MSFO00226,2025-08-22T21:55:50.630918,1,12.33
41fb41f6-62e4-4055-a18a-4d3a1ec496b0,71069dc5-da6e-4564-96ce-535ed7b6eb20,aa184e0d-c189-4dc5-a703-be8b0c5b5b96,MSME00942,2025-07-05T09:18:29.507694,1,21.45
505e45b0-2337-43a7-b2ad-b2f2ca4afcce,5a9a23cb-7f37-4cc2-84bc-bf24b00fa3ca,42a86d29-b1fe-400a-ac3d-574d07ab211c,MSBE00433,2024-08-28T15:33:57.592268,1,31.47
51e86234-8536-403b-96ec-4fc3ea8a2924,f84b89ba-1825-4b07-8bc5-d119bbbe4347,d4094f54-8643-4f61-b48f-e5fee07c177b,MSBE00488,2024-09-20T23:43:15.675565,1,89.21
796d98d9-c682-48a7-a022-2b7e248a7d91,97f9f5c5-b4cf-468b-aa7c-c1c3df6acffe,ecea3951-3ef7-43a9-a741-b8800d944b94,MSME00662,2024-12-31T02:09:32.287078,1,7.91
23a0bde1-089e-4e61-8f7e-b0b9b67873b0,d679ff9c-e3cd-4056-8b94-b0a491c3ed24,ef6b0331-7913-4764-ad1d-882bb92fbfaf,MSFO00325,2025-03-10T09:30:50.379450,1,62.25
1f11069a-2b76-4256-9760-0401197f328c,8a96202c-f77c-4fee-a8f7-1d0440e1766d,4dcb25c6-8bbe-4584-89a5-45ec49298c72,MSHO00266,2025-04-13T20:02:06.253114,1,119.68
b23dd4b4-bb69-4134-9fed-8c8d4f6495d3,7864cc3a-c18b-4dff-a561-c2819477ab00,bb5746a1-0050-4fa0-b90a-6d2abac84967,MSFO00247,2024-10-02T02:14:51.616494,1,5.95
24326953-c4f4-4125-90d8-4e3f7f09d34c,f72d4408-cbcf-4671-bea3-9c485650b372,9f69fb11-0136-4d99-8244-d6a2f821cde1,MSME00339,2024-11-15T08:41:47.324368,1,5.63
1a232211-c00f-4295-ada7-c31c3ca0994b,5ef569c7-0f14-4eb8-b14e-0021bcc260b6,c913e372-3506-460d-8473-12c467542c53,MSHO00211,2024-12-26T14:13:05.185229,2,29.78
ab4ebc98-03c3-426e-83fa-21d455db84d1,d3fa4e31-abbd-4493-9869-3aa357d2dea7,8dc974cc-d8d0-41a3-8ccb-10cf3c5b42f0,MSWO00034,2024-11-05T23:50:42.355000,1,13.23
b1cba77c-4c1d-4599-87ec-cde5d64a16fa,dd7bdefa-8329-4196-abd2-01bf6c0f0e56,1631ffdd-d651-45da-a79a-c5825b3ceaa4,MSBE00126,2025-06-25T01:53:37.767146,1,10.12
28e0b906-3ebd-4a38-bade-82d784f4ce89,7250a619-a92e-409d-8236-282407d068b4,64e7c9a8-8d0b-4c08-9f5f-595aee6f5500,MSWO00372,2025-05-11T15:07:52.298688,3,1.27
d97f4f5a-2464-453e-ab1e-19361a5faa2e,38363da6-490d-4d49-9d02-1050806c15c3,b71abcb1-1b4d-47f8-a3b1-5e6542c8d791,MSHO00542,2024-10-04T16:30:15.240005,1,13.04
076dac48-74bd-4172-bdd0-4541f14a3a2f,a2280391-0286-4cd5-8fdd-f5f4f9b908ac,7a70ddeb-95fb-4df4-8d67-ae9032cf1db7,MSBE00303,2025-06-08T14:22:52.657753,1,13.18
890dc6b7-1f48-4477-a140-7f5c40cb3eaf,0d921660-0ae2-4a6b-9564-b9f09444a4e5,cbb5ee3d-143c-4603-bd3a-97f80ba66a04,MSHO00008,2025-03-25T01:17:36.876762,1,6.47
7fe99f19-352c-4319-96e9-c9fc8461626a,51b4c44a-dcb3-485e-a24f-649644b0bafe,feffe3ff-9965-4e13-a1f8-b87854a55579,MSHO00829,2025-07-03T22:48:15.024160,1,16.06
aee6b104-745c-4439-b7ba-2ead21c7c705,02b423c6-ae44-4b7c-a499-5ada6c0b3d4e,2db13d76-f20e-4b4c-b270-edc97e12bae5,MSBE00230,2024-10-28T19:03:31.937938,1,7.21
fd3a2960-9c92-4192-aa04-55dbd400bc39,83e1e502-a6af-45aa-b3d1-29f26b48f2d3,6f65580c-17bf-4cce-8f5b-7f8395703ed9,MSME00145,2025-05-05T13:50:53.041272,1,13.08
a853eee7-733c-41ac-b566-ecc0f473965d,002c63e4-1342-4449-b028-cecc27916e97,ca804724-2241-4ca6-b067-e440b6435bf1,MSWO00493,2025-05-24T19:41:57.205842,2,28.42
456e9d01-64e3-41f4-9ccf-888a36507248,0d01ed89-d201-49e4-a7a6-624a90477734,672ffaad-f3e0-46c6-bfb5-0325e35b7600,MSFO00251,2024-12-17T11:10:54.150623,1,63.87
3cae01b5-8a63-495c-b8da-4e6eaffa4888,d856da27-6ba0-4457-8752-c1e2901c594f,285c187d-3a25-4183-a032-52ff882c68d6,MSWO00626,2025-07-06T07:37:26.516198,1,4.15
fdfcd189-c063-4f63-a0a2-7709e8d20cd3,d55fb88a-b598-4b00-ac44-175c80fb31b0,e2176264-08c7-4c59-817f-7cea955f1fc8,MSWO00774,2025-05-07T13:17:25.348651,1,6.66
7d88ea9d-9d23-4e09-8217-d732508aad5f,7a5a2592-f04b-477b-97a4-3c246bd04249,a51e9df2-9ba1-4f68-80cf-af03c5f1315c,MSWO00985,2024-11-01T07:05:49.876695,1,61.29
75f9c1f0-3aa0-40c2-9890-8c3b24d91bc4,e1a9de5e-c2e5-4c47-9e32-32044c8cd5f7,092118f0-b160-483f-a0da-1e7d4fc2ca23,MSME00859,2025-03-21T10:54:46.420148,1,2.46
a070300b-6f4c-439d-a2a5-49f59ef866af,b622ef34-6521-4f68-8041-37eba08cd3ca,354c045e-bb5a-441d-8093-cc622982902a,MSWO00613,2025-07-16T03:54:39.259962,1,19.98
152d3956-72cd-4d62-a8d7-7e0e01c1a81f,9e3c8d48-9234-47c9-8cd4-9b9c0d00f6a5,b30691c8-15ca-469d-b263-d30b830817ab,MSHO00801,2025-04-17T11:33:09.056446,1,3.3
fda319c1-0ffc-4d2b-a188-4f93cf5fed59,89ffef20-7adc-4d23-8bb0-d5376e2776dc,a6628496-593c-4b74-8793-9a237258ed29,MSME00026,2025-07-17T14:18:41.318826,1,1.88
dc2e609f-779d-4399-963b-8b6c6cc1b812,387307e2-dd45-4d28-8e39-fec66919e906,8a95836d-ec51-430d-a642-a07fecf6cebe,MSME00581,2024-10-20T14:46:04.759120,1,19.33
d84d0f69-6c9f-4094-924c-f62a8fef6763,ed00d752-6fa2-45b4-aa9d-26883dd9e3f5,5b943060-389b-49a5-9aae-e316a35d9748,MSHO00847,2024-09-25T16:55:54.087211,1,9.54
bf94ddba-69ab-4fca-b609-510b06ae4410,670799ea-3b4b-4b18-8860-96e89475b29f,45b2435f-df70-492e-8358-e99aca72eadc,MSFO00101,2025-06-30T13:42:05.356782,2,15.72
6bfa4fe8-c139-4c23-8098-4fdd0a5b5e3c,3f9fbfec-ebe3-40b5-9cdf-a07056cd2a8d,c70b6762-97d3-44b0-a6d3-658cdd1a8161,MSBE00193,2025-06-19T15:12:04.503492,1,5.36
07b6b33d-d07f-40db-bb39-3ac8c551fefd,8f896f97-8c5a-4a3f-9eaa-f2d0b8c1dc7e,b83b848b-013f-46d2-81bd-daa44a0584fa,MSFO00186,2025-04-24T13:35:44.279376,1,67.72
9eea56fd-0f7e-4cb1-a092-3479e02231f1,5a26cb74-7e46-4b44-b9c8-c0a0a798b018,ceacef87-c90d-4dee-8efd-2efad0d128c6,MSWO00689,2024-09-15T06:12:22.874485,1,6.19
55a52480-506a-43ff-98a6-78f93ad532e2,17ebef02-ff6b-4aa1-a9ab-1a7fb8cc1868,da7fc486-37aa-4a42-8834-1baaf314e5e6,MSHO00751,2024-11-09T07:07:47.202167,1,23.76
1fa67824-6413-4ed0-bac0-db28cb771fe9,7125cad2-1aae-403e-91c2-5a2943bf6fba,b9208eef-19fc-4b1c-993f-4d886e088b2b,MSBE00988,2024-10-24T03:56:42.425928,1,31.58
d96e789d-952d-4d04-9bc5-748d3e240843,3d58ffde-6279-41d4-9c14-15368291e587,97bea946-b51b-4783-bb9d-39c91cab606b,MSFO00475,2025-01-05T05:44:33.884506,1,73.93
3cff5d52-1e0f-43da-9d50-9b2ae9aa8438,e8891035-4a40-4e52-99c8-eb20350340e5,eabe7249-c923-43a1-8cba-154e5eaec4ca,MSFO00295,2025-05-04T09:29:59.840816,1,28.86
2682409b-636f-4a14-a40d-4eaee5dfc83f,74063bfc-fbde-49ba-8092-bf0908d02605,58572018-2db3-4347-b5ba-5d1c2e17531f,MSFO00382,2025-05-13T14:15:03.218257,1,49.93
48801b51-8752-4ef4-a917-0d562d061c60,2958eb6c-0000-45f4-906e-0aa4277d5b8d,497e342a-72b1-4811-8fd6-76756c04203b,MSFO00385,2024-09-18T20:34:37.476238,2,26.42
cbdf4c03-5448-4e96-a5e7-4c44beaedd42,6cba012e-1340-460c-93c4-411c75f54382,0f0b4d71-6e6d-4478-874f-2609b3313519,MSME00466,2025-04-13T03:36:20.533664,3,12.0
4a5e6001-2314-4f85-b11e-95965e1214db,45299572-a993-4062-b7a6-7edece7c790b,35ac6166-ab59-4852-bbfc-9206878d2f08,MSWO00956,2025-04-26T17:50:49.167516,1,16.82
